country,year,name,artists,rank,genre
no,2022,PAF.no,"['Karpe', 'Omar Sheriff']",10,Alternative R&B
ph,2018,"thank u, next",['Ariana Grande'],1,Contemporary R&B
ph,2018,Buwan,['juan karlos'],2,Alternative Rock
ph,2018,Malibu Nights,['LANY'],3,Alternative R&B
ph,2018,Kung 'Di Rin Lang Ikaw,"['December Avenue', 'Moira Dela Torre']",4,Emo Pop
ph,2018,Mundo,['IV Of Spades'],5,Indie Pop
ph,2018,Thru These Tears,['LANY'],6,Synthpop
ph,2018,Girls Like You (feat. Cardi B) - Cardi B Version,"['Maroon 5', 'Cardi B']",7,Contemporary R&B
ph,2018,Sana - Single Version,['I Belong to the Zoo'],8,Rock
ph,2018,Love Someone,['Lukas Graham'],9,Pop Soul
ph,2018,Kiss and Make Up,"['Dua Lipa', 'BLACKPINK']",10,Dance-Pop
ph,2019,Memories,['Maroon 5'],1,Contemporary R&B
ph,2019,ME! (feat. Brendon Urie of Panic! At The Disco),"['Taylor Swift', 'Brendon Urie']",2,Pop
ph,2019,Señorita,"['Shawn Mendes', 'Camila Cabello']",3,Contemporary R&B
ph,2019,Zebbiana,['Skusta Clee'],4,Hip Hop
ph,2019,"10,000 Hours (with Justin Bieber)","['Dan + Shay', 'Justin Bieber']",5,Country Pop
ph,2019,Neneng B,"['Nik Makino', 'Raf Davis']",6,Hip Hop
ph,2019,Mean It,"['Lauv', 'LANY']",7,Contemporary R&B
ph,2019,Kung 'Di Rin Lang Ikaw,"['December Avenue', 'Moira Dela Torre']",8,Emo Pop
ph,2019,Beautiful People (feat. Khalid),"['Ed Sheeran', 'Khalid']",9,Contemporary R&B
ph,2019,Sana - Single Version,['I Belong to the Zoo'],10,Rock
ph,2020,Dynamite,['BTS'],1,Dance-Pop
ph,2020,Ice Cream (with Selena Gomez),"['BLACKPINK', 'Selena Gomez']",2,K-Pop
ph,2020,Life Goes On,['BTS'],3,Contemporary R&B
ph,2020,Lovesick Girls,['BLACKPINK'],4,Electropop
ph,2020,Paubaya,['Moira Dela Torre'],5,Indie Pop
ph,2020,At My Worst,['Pink Sweat$'],6,R&B Soul
ph,2020,positions,['Ariana Grande'],7,Contemporary R&B
ph,2020,34+35,['Ariana Grande'],8,Contemporary R&B
ph,2020,Holy (feat. Chance The Rapper),"['Justin Bieber', 'Chance the Rapper']",9,Contemporary R&B
ph,2020,How You Like That,['BLACKPINK'],10,Trap
ph,2021,Pagsamo,['Arthur Nery'],1,Pop
ph,2021,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),['Taylor Swift'],2,Country
ph,2021,Pano,['Zack Tabudlo'],3,Pop Soul
ph,2021,Easy On Me,['Adele'],4,Adult Contemporary
ph,2021,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",5,Synthpop
ph,2021,My Universe,"['Coldplay', 'BTS']",6,Dance-Pop
ph,2021,Binibini,['Zack Tabudlo'],7,R&B Soul
ph,2021,Here's Your Perfect,['Jamie Miller'],8,Pop
ph,2021,double take,['dhruv'],9,Contemporary R&B
ph,2021,MONEY,['LISA'],10,Hip Hop
ph,2022,Anti-Hero,['Taylor Swift'],1,Synthpop
ph,2022,Midnight Rain,['Taylor Swift'],2,Alternative Pop
ph,2022,Lavender Haze,['Taylor Swift'],3,Alternative Pop
ph,2022,Snow On The Beach (feat. Lana Del Rey),"['Taylor Swift', 'Lana Del Rey']",4,Alternative Pop
ph,2022,Maroon,['Taylor Swift'],5,Alternative Pop
ph,2022,"You're On Your Own, Kid",['Taylor Swift'],6,Alternative Pop
ph,2022,Mahika,"['Adie', 'Janine Berdin']",7,Pop
ph,2022,Bejeweled,['Taylor Swift'],8,Synthpop
ph,2022,Question...?,['Taylor Swift'],9,Alternative Pop
ph,2022,Pink Venom,['BLACKPINK'],10,Pop Rap
sg,2018,"thank u, next",['Ariana Grande'],1,Contemporary R&B
sg,2018,SOLO,['JENNIE'],2,K-Pop
sg,2018,Kiss and Make Up,"['Dua Lipa', 'BLACKPINK']",3,Dance-Pop
sg,2018,Without Me,['Halsey'],4,Contemporary R&B
sg,2018,Girls Like You (feat. Cardi B) - Cardi B Version,"['Maroon 5', 'Cardi B']",5,Contemporary R&B
sg,2018,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",6,Synthpop
sg,2018,Happier,"['Marshmello', 'Bastille']",7,Electropop
sg,2018,Eastside (with Halsey & Khalid),"['benny blanco', 'Halsey', 'Khalid']",8,Contemporary R&B
sg,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",9,Hybrid Trap
sg,2018,Beautiful (feat. Camila Cabello),"['Bazzi', 'Camila Cabello']",10,Alternative R&B
sg,2019,Señorita,"['Shawn Mendes', 'Camila Cabello']",1,Contemporary R&B
sg,2019,Memories,['Maroon 5'],2,Contemporary R&B
sg,2019,ME! (feat. Brendon Urie of Panic! At The Disco),"['Taylor Swift', 'Brendon Urie']",3,Pop
sg,2019,Circles,['Post Malone'],4,Indie Pop
sg,2019,ROXANNE,['Arizona Zervas'],5,Pop Rap
sg,2019,Beautiful People (feat. Khalid),"['Ed Sheeran', 'Khalid']",6,Contemporary R&B
sg,2019,說好不哭,"['Jay Chou', 'Ashin Chen']",7,Mandopop
sg,2019,Boy With Luv (feat. Halsey),"['BTS', 'Halsey']",8,Dance-Pop
sg,2019,How Do You Sleep?,['Sam Smith'],9,Dance-Pop
sg,2019,everything i wanted,['Billie Eilish'],10,Ambient Pop
sg,2020,Dynamite,['BTS'],1,Dance-Pop
sg,2020,Lovesick Girls,['BLACKPINK'],2,Electropop
sg,2020,positions,['Ariana Grande'],3,Contemporary R&B
sg,2020,Life Goes On,['BTS'],4,Contemporary R&B
sg,2020,How You Like That,['BLACKPINK'],5,Trap
sg,2020,Ice Cream (with Selena Gomez),"['BLACKPINK', 'Selena Gomez']",6,K-Pop
sg,2020,34+35,['Ariana Grande'],7,Contemporary R&B
sg,2020,Monster (Shawn Mendes & Justin Bieber),"['Shawn Mendes', 'Justin Bieber']",8,Pop
sg,2020,Lonely (with benny blanco),"['Justin Bieber', 'benny blanco']",9,Pop Ballad
sg,2020,willow,['Taylor Swift'],10,Folk Pop
sg,2021,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",1,Synthpop
sg,2021,Easy On Me,['Adele'],2,Adult Contemporary
sg,2021,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),['Taylor Swift'],3,Country
sg,2021,INDUSTRY BABY (feat. Jack Harlow),"['Lil Nas X', 'Jack Harlow']",4,Trap
sg,2021,Shivers,['Ed Sheeran'],5,Dance-Pop
sg,2021,MONEY,['LISA'],6,Hip Hop
sg,2021,Bad Habits,['Ed Sheeran'],7,Dance-Pop
sg,2021,My Universe,"['Coldplay', 'BTS']",8,Dance-Pop
sg,2021,good 4 u,['Olivia Rodrigo'],9,Pop Rock
sg,2021,drivers license,['Olivia Rodrigo'],10,Indie Pop
sg,2022,Anti-Hero,['Taylor Swift'],1,Synthpop
sg,2022,Glimpse of Us,['Joji'],2,Adult Contemporary
sg,2022,Kill Bill,['SZA'],3,Alternative Pop
sg,2022,Pink Venom,['BLACKPINK'],4,Pop Rap
sg,2022,Midnight Rain,['Taylor Swift'],5,Alternative Pop
sg,2022,Shut Down,['BLACKPINK'],6,Hip Hop
sg,2022,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']",7,Trap
sg,2022,Snow On The Beach (feat. Lana Del Rey),"['Taylor Swift', 'Lana Del Rey']",8,Alternative Pop
sg,2022,Lavender Haze,['Taylor Swift'],9,Alternative Pop
sg,2022,As It Was,['Harry Styles'],10,Indie Pop
th,2018,ซ่อนกลิ่น,['Palmy'],1,Thai Indie
th,2018,SOLO,['JENNIE'],2,K-Pop
th,2018,ลาลาลอย (100%),['THE TOYS'],3,Thai Indie
th,2018,"thank u, next",['Ariana Grande'],4,Contemporary R&B
th,2018,ดูดี,['Polycat'],5,Funk
th,2018,เป็นไรไหม?,"['OG-ANIC', 'Lazyloxy']",6,Hip Hop
th,2018,อาวรณ์,['Polycat'],7,Thai Indie
th,2018,เสือสิ้นลาย,"['F.HERO', 'YOUNGOHM', 'P-Hot', 'FYMME']",8,Hip Hop
th,2018,พูดไม่ออก,['THE TOYS'],9,Thai Pop
th,2018,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",10,Synthpop
th,2019,ภาวนา,['MEYOU'],1,Thai Pop
th,2019,แอบดี (How to live without you),['Stamp'],2,Rock
th,2019,ทิ้งแต่เก็บ - เพลงประกอบภาพยนตร์ ฮาวทูทิ้ง..ทิ้งอย่างไร ไม่ให้เหลือเธอ,['THE TOYS'],3,Thai Pop
th,2019,รักติดไซเรน,"['Ice Paris', 'Pearwah']",4,Thai Pop
th,2019,Señorita,"['Shawn Mendes', 'Camila Cabello']",5,Contemporary R&B
th,2019,ฝนตกไหม,['Three Man Down'],6,Pop Rock
th,2019,นี่ฉันเอง feat. KOB FLAT BOY,['Lipta'],7,Thai Pop
th,2019,ถ้าฉันเป็นเขา,['Indigo'],8,Thai Pop
th,2019,ME! (feat. Brendon Urie of Panic! At The Disco),"['Taylor Swift', 'Brendon Urie']",9,Pop
th,2019,Mean It,"['Lauv', 'LANY']",10,Contemporary R&B
th,2020,ถ้าเธอรักฉันจริง,['Three Man Down'],1,Synthpop
th,2020,แฟนใหม่หน้าคุ้น,"['Maiyarap', 'MILLI']",2,Pop Rap
th,2020,คิด(แต่ไม่)ถึง (Same Page?),['Tilly Birds'],3,Thai Pop
th,2020,Melbourne,"['Morvasu', 'TangBadVoice']",4,Thai Indie
th,2020,แปลไม่ออก - Ost. แปลรักฉันด้วยใจเธอ,['Billkin'],5,Pop Soul
th,2020,โคตรพิเศษ - (From “แปลรักฉันด้วยใจเธอ”),['Billkin'],6,Alternative R&B
th,2020,กีดกัน (Skyline) - Ost. แปลรักฉันด้วยใจเธอ,['Billkin'],7,Electronic
th,2020,ถ้าเขาจะรัก (ยืนเฉยๆเขาก็รัก),['First Anuwat'],8,Folk Pop
th,2020,ฝนตกไหม,['Three Man Down'],9,Pop Rock
th,2020,จำเลยรัก - Defendant Of Love,"['F.HERO', 'Txrbo']",10,Hip Hop
th,2021,MONEY,['LISA'],1,Hip Hop
th,2021,ต่อจากนี้เพลงรักทุกเพลงจะเป็นของเธอเท่านั้น,['No One Else'],2,Thai Pop
th,2021,พิง - เพลงประกอบละคร กระเช้าสีดา,['NONT TANONT'],3,Thai Pop
th,2021,LALISA,['LISA'],4,Hip Hop
th,2021,เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly),"['Tilly Birds', 'MILLI']",5,Rock
th,2021,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","['DJ Snake', 'Ozuna', 'Megan Thee Stallion', 'LISA']",6,Dancehall
th,2021,บานปลาย (best wishes),['BOWKYLION'],7,Contemporary R&B
th,2021,My Universe,"['Coldplay', 'BTS']",8,Dance-Pop
th,2021,ELEVEN,['IVE'],9,Dance-Pop
th,2021,แปะหัวใจ (14th Feb),"['Jaonaay', 'Juné']",10,Thai Pop
th,2022,Shut Down,['BLACKPINK'],1,Hip Hop
th,2022,Pink Venom,['BLACKPINK'],2,Pop Rap
th,2022,ซูลูปาก้า ตาปาเฮ้,['THEMOONWILLALWAYSBEWITHME'],3,Thai Pop
th,2022,พิจารณา (Consider),"['Musketeers', 'Maiyarap']",4,Thai Pop
th,2022,วาดไว้ - recall,['BOWKYLION'],5,Adult Contemporary
th,2022,17,['Dept'],6,Thai Indie
th,2022,Mr. Everything,['Billkin'],7,Thai Pop
th,2022,FIRE BOY,['PP Krit'],8,Thai Pop
th,2022,โต๊ะริม - melt,['NONT TANONT'],9,Thai Pop
th,2022,Anti-Hero,['Taylor Swift'],10,Synthpop
tr,2018,Bir İhtimal Biliyorum,['Gülşen'],1,Turkish Pop
tr,2018,Mary Jane (Radio Edit),['Burry Soprano'],2,Trap
tr,2018,3 2 1,['Ben Fero'],3,Trap
tr,2018,KAFA10,"['Anıl Piyancı', 'Ezhel']",4,Pop Rap
tr,2018,Yalnız Çiçek,"['Aleyna Tilki', 'Emrah Karaduman']",5,Turkish Pop
tr,2018,Elbet Bir Gün,['Canbay & Wolker'],6,Turkish Rap
tr,2018,Kazıdık Tırnaklarla,['Ezhel'],7,Trap
tr,2018,Islah,"['Muşta', 'Şehinşah']",8,Turkish Rap
tr,2018,Geceler,['Ezhel'],9,Trap
tr,2018,Unuturum Elbet,"['Rafet El Roman', 'Derya']",10,Turkish Pop
tr,2019,AYA,"['Murda', 'Ezhel']",1,Trap
tr,2019,Wir sind Kral,"['Ufo361', 'Ezhel']",2,Cloud Rap
tr,2019,Mekanın Sahibi,['Norm Ender'],3,Trap
tr,2019,Arkadaş,['Ben Fero'],4,Cloud Rap
tr,2019,Nalan,['Emir Can İğrek'],5,Turkish Pop
tr,2019,Ela,['Reynmen'],6,Contemporary R&B
tr,2019,Toz Taneleri,['Sagopa Kajmer'],7,Pop Rap
tr,2019,Neresi?,"['BEGE', 'EFESAVAGE']",8,Turkish Rap
tr,2019,Yemin Olsun,"['Ufo361', 'Ezhel']",9,Pop Rap
tr,2019,Benjamins 3,"['Rozz Kalliope', 'Ece Seçkin']",10,Turkish Rap
tr,2020,Melek,['Reynmen'],1,Turkish Rap
tr,2020,Allah’ından Bul,['Ezhel'],2,Afrobeats
tr,2020,HARMAN,['BEGE'],3,Trap
tr,2020,Kusura Bakma,['Tuğkan'],4,Pop Rock
tr,2020,NAZAR,['BEGE'],5,Trap
tr,2020,Bi Sonraki Hayatımda Gel,"['Murda', 'Ezhel']",6,Pop Rap
tr,2020,Nimet,"['Didomido', 'Eglo G']",7,Turkish Pop
tr,2020,Bırakman Doğru Mu 2,"['Zeynep Bastık', 'Anıl Piyancı']",8,Pop Rap
tr,2020,Devam (feat. Luciano & Ezhel),"['Gentleman', 'Luciano', 'Ezhel']",9,Pop Rap
tr,2020,Hasbelkader,"['Bilal Sonses', 'Yıldız Tilbe']",10,Turkish Pop
tr,2021,PAPARAZZI,['UZI'],1,Turkish Rap
tr,2021,Bilmem Mi?,['Sefo'],2,Turkish Rap
tr,2021,10 NUMARA,['Lvbel C5'],3,Hip Hop
tr,2021,Mahvettim,['cakal'],4,Turkish Rap
tr,2021,Dalga,['Batuflex'],5,Turkish Rap
tr,2021,Bul Beni,['Ezhel'],6,Pop Rap
tr,2021,CINDY,['UZI'],7,Turkish Rap
tr,2021,ralli,"['Lvbel C5', 'Batuflex']",8,Turkish Rap
tr,2021,Arıyorum,['EDIS'],9,Turkish Pop
tr,2021,Hayrola,"['Artz', 'Bugy', 'Ezhel']",10,Hip Hop
tr,2022,SENIN UGRUNA,"['UZI', 'Mavi']",1,Trap
tr,2022,Belki,"['Dedublüman', 'Mavzer Tabancas']",2,Rock
tr,2022,Nerdesin,['Ezhel'],3,Afrobeats
tr,2022,Olur Mu,"['Gazapizm', 'Melike Şahin']",4,Hip Hop
tr,2022,Ara,['Zeynep Bastık'],5,Turkish Pop
tr,2022,ARASAN DA,['UZI'],6,Trap
tr,2022,İmdat,['cakal'],7,Trap
tr,2022,Bi' Tek Ben Anlarım,['KÖFN'],8,Electropop
tr,2022,Diğer Yarım,['ATE'],9,Turkish Rap
tr,2022,Unutmak Öyle Kolay Mı Sandın,['Semicenk'],10,Turkish Pop
us,2018,"thank u, next",['Ariana Grande'],1,Contemporary R&B
us,2018,SICKO MODE,['Travis Scott'],2,Trap
us,2018,ZEZE (feat. Travis Scott & Offset),"['Kodak Black', 'Offset', 'Travis Scott']",3,Hip Hop
us,2018,Going Bad (feat. Drake),"['Meek Mill', 'Drake']",4,Trap
us,2018,In My Feelings,['Drake'],5,Pop Rap
us,2018,Drip Too Hard (Lil Baby & Gunna),"['Lil Baby', 'Gunna']",6,Trap
us,2018,God's Plan,['Drake'],7,Pop Rap
us,2018,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",8,Synthpop
us,2018,Lucid Dreams,['Juice WRLD'],9,Emo Rap
us,2018,Without Me,['Halsey'],10,Contemporary R&B
us,2019,Circles,['Post Malone'],1,Indie Pop
us,2019,ME! (feat. Brendon Urie of Panic! At The Disco),"['Taylor Swift', 'Brendon Urie']",2,Pop
us,2019,HIGHEST IN THE ROOM,['Travis Scott'],3,Pop Rap
us,2019,ROXANNE,['Arizona Zervas'],4,Pop Rap
us,2019,Bandit (with YoungBoy Never Broke Again),"['Juice WRLD', 'YoungBoy Never Broke Again']",5,Trap
us,2019,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",6,Synthpop
us,2019,Adore You,['Harry Styles'],7,Dance-Pop
us,2019,Ransom,['Lil Tecca'],8,Trap
us,2019,The Box,['Roddy Ricch'],9,Trap
us,2019,bad guy,['Billie Eilish'],10,Alternative Pop
us,2020,WAP (feat. Megan Thee Stallion),"['Cardi B', 'Megan Thee Stallion']",1,Trap
us,2020,willow,['Taylor Swift'],2,Folk Pop
us,2020,The Box,['Roddy Ricch'],3,Trap
us,2020,positions,['Ariana Grande'],4,Contemporary R&B
us,2020,ROCKSTAR (feat. Roddy Ricch),"['DaBaby', 'Roddy Ricch']",5,Trap
us,2020,Mood (feat. iann dior),"['24kGoldn', 'iann dior']",6,Pop Rap
us,2020,DÁKITI,"['Bad Bunny', 'Jhayco']",7,Dancehall
us,2020,Laugh Now Cry Later (feat. Lil Durk),"['Drake', 'Lil Durk']",8,Trap
us,2020,"Lemonade (feat. Gunna, Don Toliver & NAV)","['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",9,Trap
us,2020,champagne problems,['Taylor Swift'],10,Pop Ballad
us,2021,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",1,Synthpop
us,2021,good 4 u,['Olivia Rodrigo'],2,Pop Rock
us,2021,INDUSTRY BABY (feat. Jack Harlow),"['Lil Nas X', 'Jack Harlow']",3,Trap
us,2021,Easy On Me,['Adele'],4,Adult Contemporary
us,2021,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),['Taylor Swift'],5,Country
us,2021,Knife Talk (with 21 Savage ft. Project Pat),"['Drake', '21 Savage', 'Project Pat']",6,Trap
us,2021,Kiss Me More (feat. SZA),"['Doja Cat', 'SZA']",7,Contemporary R&B
us,2021,Way 2 Sexy (with Future & Young Thug),"['Drake', 'Future', 'Young Thug']",8,Trap
us,2021,MONTERO (Call Me By Your Name),['Lil Nas X'],9,Pop Rap
us,2021,Rockin' Around The Christmas Tree,['Brenda Lee'],10,Christmas
us,2022,Anti-Hero,['Taylor Swift'],1,Synthpop
us,2022,Kill Bill,['SZA'],2,Alternative Pop
us,2022,Lavender Haze,['Taylor Swift'],3,Alternative Pop
us,2022,Midnight Rain,['Taylor Swift'],4,Alternative Pop
us,2022,Maroon,['Taylor Swift'],5,Alternative Pop
us,2022,Snow On The Beach (feat. Lana Del Rey),"['Taylor Swift', 'Lana Del Rey']",6,Alternative Pop
us,2022,Karma,['Taylor Swift'],7,Synthpop
us,2022,"You're On Your Own, Kid",['Taylor Swift'],8,Alternative Pop
us,2022,Bejeweled,['Taylor Swift'],9,Synthpop
us,2022,Vigilante Shit,['Taylor Swift'],10,Alternative Pop
